"Rank","Name","Symbol","marketcap","price (USD)","country"
"33","DaVita","DVA","6440302080","70.54","United States"
"34","Quidel","QDEL","5943408640","88.77","United States"
"35","AMN Healthcare Services","AMN","5479609344","126.63","United States"
"36","Doximity","DOCS","5089985024","26.31","United States"
"37","Oak Street Health","OSH","4952125440","20.49","United States"
"38","Medibank","MPL.AX","4927950087","1.79","Australia"
"39","Guardant Health","GH","4892249088","47.86","United States"
"40","Teladoc Health","TDOC","4776993792","29.55","United States"
"41","Mediclinic International","MEI.JO","4245108300","5.71","South Africa"
"42","Ebos Group","EBO.NZ","4082625221","21.42","New Zealand"
"43","Privia Health Group","PRVA","3644813312","32.74","United States"
"44","Omnicell","OMCL","3452754688","77.96","United States"
"45","Amedisys","AMED","3170973440","97.63","United States"
"46","Evolent Health","EVH","3118656768","32.13","United States"
"47","LifeStance Health Group","LFST","2904125184","7.72","United States"
"48","CorVel Corporation","CRVL","2823613184","162.23","United States"
"49","Mitra Keluarga","MIKA.JK","2621226886","0.19","Indonesia"
"50","Fortis Healthcare","FORTIS.NS","2548962350","3.38","India"
"51","Piramal Group","PEL.NS","2459719279","10.31","India"
"52","Alignment Healthcare","ALHC","2434249984","13","United States"
"53","Ryman Healthcare","RYM.NZ","2425546840","4.85","New Zealand"
"54","Agiliti","AGTI","2384315648","17.9","United States"
"55","GoodRx","GDRX","2122011648","5.33","United States"
"56","Diagnosticos da America","DASA3.SA","2010238707","3.59","Brazil"
"57","Sotera Health","SHC","1957681920","6.92","United States"
"58","NorthWest Healthcare Properties REIT","NWH-UN.TO","1898966939","7.89","Canada"
"59","Cano Health","CANO","1868193408","3.77","United States"
"60","MultiPlan","MPLN","1699936896","2.66","United States"
"61","Allscripts","MDRX","1635304704","14.76","United States"
"62","Apollo Medical Holdings","AMEH","1592248704","35.16","United States"
"63","Andlauer Healthcare Group","AND.TO","1589600235","38","Canada"
"64","Life Healthcare Group","LHC.JO","1588652700","1.08","South Africa"
"65","Definitive Healthcare","DH","1582043136","15.74","United States"
"66","ModivCare","MODV","1362908160","97","United States"
"67","Owens &amp; Minor","OMI","1342720256","17.61","United States"
"68","NextGen Healthcare","NXGN","1322349824","19.56","United States"
"69","FIGS","FIGS","1216953984","7.36","United States"
"70","U.S. Physical Therapy","USPH","1154122752","88.75","United States"
"71","American Well","AMWL","1097007744","4.01","United States"
"72","RadNet","RDNT","1096913408","19.14","United States"
"73","NRC Health","NRC","1019166208","41.15","United States"
"74","DocGo","DCGO","972870784","9.63","United States"
"75","National Healthcare","NHC","954364352","61.62","United States"
"76","Hims &amp; Hers Health","HIMS","930040576","4.49","United States"
"77","InnovAge","INNV","829663936","6.12","United States"
"78","Terveystalo","TTALO.HE","809685214","6.4","Finland"
"79","Accolade","ACCD","792047232","11.01","United States"
"80","Oscar Health","OSCR","783010624","3.69","United States"
"81","Clover Health Investments","CLOV","749899520","1.57","United States"
"82","HealthStream","HSTM","745903104","24.4","United States"
"83","Bright Health","BHG","648815552","1.03","United States"
"84","Enhabit","EHAB","647520128","13.05","United States"
"85","CareMax","CMAX","608283136","6.96","United States"
"86","Waterdrop Inc.","WDH","582091392","1.48","China"
"87","Cue Health","HLTH","577796672","3.9","United States"
"88","Nutex Health","NUTX","519816000","0.8","United States"
"89","COMPASS Pathways","CMPS","467321152","10.99","United Kingdom"
"90","Community Health Systems","CYH","408180352","3.03","United States"
"91","Sema4","SMFR","397770848","1.05","United States"
"92","Pear Therapeutics","PEAR","396879296","2.86","United States"
"93","The Pennant Group","PNTG","355498528","12.03","United States"
"94","The Oncology Institute","TOI","354983264","4.83","United States"
"95","Aveanna Healthcare","AVAH","267721936","1.44","United States"
"96","Babylon Holdings","BBLN","194781936","0.46","United Kingdom"
"97","Shalby","SHALBY.NS","187684206","1.74","India"
"98","Akili","AKLI","170790400","2","United States"
"99","InfuSystem","INFU","161212496","7.79","United States"
"100","kneat.com","FOBK.F","156339534","1.91","Ireland"
"101","Talkspace","TALK","117893040","0.75","United States"
"102","Sonida Senior Living","SNDA","111120192","16.3","United States"
"103","Enzo Biochem","ENZ","105723488","2.17","United States"
"104","Tabula Rasa HealthCare","TRHC","93978576","3.58","United States"
"105","UpHealth","UPH","80939352","0.55","United States"
"106","Augmedix","AUGX","53138104","1.42","United States"
"107","NantHealth","NH","36987556","0.32","United States"
"108","Marpai","MRAI","19644524","0.95","United States"
"109","Ontrak","OTRK","9889898","0.38","United States"
"110","Field Trip Health","FTRP","9822255","0.84","Canada"
"111","Viveve Medical","VIVE","6185700","0.58","United States"
"112","G Medical Innovations","GMVD","4593642","0.17","Israel"
