Date,Price,% Growth
1983-09-21,6.7114,37.23%
1983-09-22,6.6843,36.68%
1983-09-23,6.6344,35.66%
1983-09-26,6.6073,35.10%
1983-09-27,6.6344,35.66%
1983-09-28,6.8674,40.42%
1983-09-29,6.7634,38.30%
1983-09-30,6.5033,32.98%
1983-10-03,6.3222,29.28%
1983-10-04,5.983,22.34%
1983-10-05,5.958,21.83%
1983-10-06,6.2431,27.66%
1983-10-07,6.2161,27.11%
1983-10-10,6.6843,36.68%
1983-10-11,6.3472,29.79%
1983-10-12,6.4512,31.91%
1983-10-13,6.3992,30.85%
1983-10-14,6.3222,29.28%
1983-10-17,6.3992,30.85%
1983-10-18,6.2952,28.72%
1983-10-19,6.2952,28.72%
1983-10-20,6.1911,26.59%
1983-10-21,6.06,23.91%
1983-10-24,6.2161,27.11%
1983-10-25,6.035,23.40%
1983-10-26,5.8269,19.15%
1983-10-27,5.7229,17.02%
1983-10-28,5.6459,15.45%
1983-10-31,5.8269,19.15%
1983-11-01,5.8269,19.15%
1983-11-02,6.0101,22.89%
1983-11-03,6.0101,22.89%
1983-11-04,5.931,21.28%
1983-11-07,5.9039,20.72%
1983-11-08,5.7749,18.08%
1983-11-09,5.8519,19.66%
1983-11-10,5.7478,17.53%
1983-11-11,5.7749,18.08%
1983-11-14,5.8269,19.15%
1983-11-15,5.8269,19.15%
1983-11-16,5.8519,19.66%
1983-11-17,5.6979,16.51%
1983-11-18,5.5668,13.83%
1983-11-21,5.5668,13.83%
1983-11-22,5.5918,14.34%
1983-11-23,5.7749,18.08%
1983-11-25,5.7749,18.08%
1983-11-28,5.6979,16.51%
1983-11-29,5.6708,15.96%
1983-11-30,5.4107,10.64%
1983-12-01,5.4627,11.70%
1983-12-02,5.4627,11.70%
1983-12-05,5.4627,11.70%
1983-12-06,5.3587,9.57%
1983-12-07,5.4107,10.64%
1983-12-08,5.4357,11.15%
1983-12-09,5.4898,12.25%
1983-12-12,5.7749,18.08%
1983-12-13,5.8019,18.64%
1983-12-14,5.6979,16.51%
1983-12-15,5.6979,16.51%
1983-12-16,5.7229,17.02%
1983-12-19,5.6979,16.51%
1983-12-20,5.5668,13.83%
1983-12-21,5.6979,16.51%
1983-12-22,5.6708,15.96%
1983-12-23,5.7749,18.08%
1983-12-27,5.7229,17.02%
1983-12-28,6.035,23.40%
1983-12-29,6.1391,25.53%
1983-12-30,6.035,23.40%
1984-01-03,5.8269,19.15%
1984-01-04,5.9039,20.72%
1984-01-05,5.8019,18.64%
1984-01-06,5.8269,19.15%
1984-01-09,5.931,21.28%
1984-01-10,6.035,23.40%
1984-01-11,6.035,23.40%
1984-01-12,6.1141,25.02%
1984-01-13,5.983,22.34%
1984-01-16,5.983,22.34%
1984-01-17,6.1641,26.04%
1984-01-18,6.3992,30.85%
1984-01-19,6.3992,30.85%
1984-01-20,6.6593,36.17%
1984-01-23,6.4762,32.42%
1984-01-24,6.7114,37.23%
1984-01-25,6.7384,37.79%
1984-01-26,6.5553,34.04%
1984-01-27,6.5033,32.98%
1984-01-30,6.5282,33.49%
1984-01-31,6.6593,36.17%
1984-02-01,6.6843,36.68%
1984-02-02,6.5282,33.49%
1984-02-03,6.1911,26.59%
1984-02-06,6.06,23.91%
1984-02-07,6.0871,24.47%
1984-02-08,6.0101,22.89%
1984-02-09,6.035,23.40%
1984-02-10,6.1641,26.04%
1984-02-13,5.983,22.34%
1984-02-14,6.2161,27.11%
1984-02-15,6.2161,27.11%
1984-02-16,6.2702,28.21%
1984-02-17,6.2702,28.21%
1984-02-21,6.2161,27.11%
1984-02-22,6.3472,29.79%
1984-02-23,6.6593,36.17%
1984-02-24,6.5553,34.04%
1984-02-27,6.6593,36.17%
1984-02-28,6.7114,37.23%
1984-02-29,6.8945,40.98%
1984-03-01,6.8674,40.42%
1984-03-02,6.8674,40.42%
1984-03-05,6.4512,31.91%
1984-03-06,6.1911,26.59%
1984-03-07,6.06,23.91%
1984-03-08,5.958,21.83%
1984-03-09,5.9039,20.72%
1984-03-12,6.1391,25.53%
1984-03-13,6.06,23.91%
1984-03-14,5.983,22.34%
1984-03-15,5.983,22.34%
1984-03-16,6.035,23.40%
1984-03-19,6.035,23.40%
1984-03-20,6.2431,27.66%
1984-03-21,6.3222,29.28%
1984-03-22,6.2702,28.21%
1984-03-23,6.2952,28.72%
1984-03-26,6.2702,28.21%
1984-03-27,6.2431,27.66%
1984-03-28,6.4263,31.40%
1984-03-29,6.5553,34.04%
1984-03-30,6.5282,33.49%
1984-04-02,6.4762,32.42%
1984-04-03,6.3992,30.85%
1984-04-04,6.3992,30.85%
1984-04-05,6.1391,25.53%
1984-04-06,6.1391,25.53%
1984-04-09,6.1141,25.02%
1984-04-10,6.2431,27.66%
1984-04-11,6.2952,28.72%
1984-04-12,6.5282,33.49%
1984-04-13,6.6073,35.10%
1984-04-16,6.6344,35.66%
1984-04-17,6.7384,37.79%
1984-04-18,6.6593,36.17%
1984-04-19,6.5033,32.98%
1984-04-23,6.5553,34.04%
1984-04-24,6.4263,31.40%
1984-04-25,6.4762,32.42%
1984-04-26,6.5553,34.04%
1984-04-27,6.5282,33.49%
1984-04-30,6.5553,34.04%
1984-05-01,6.7114,37.23%
1984-05-02,6.6843,36.68%
1984-05-03,6.6344,35.66%
1984-05-04,6.5033,32.98%
1984-05-07,6.5823,34.59%
1984-05-08,6.7114,37.23%
1984-05-09,6.8154,39.36%
1984-05-10,6.8945,40.98%
1984-05-11,6.8154,39.36%
1984-05-14,6.7114,37.23%
1984-05-15,6.7634,38.30%
1984-05-16,6.7884,38.81%
1984-05-17,6.8674,40.42%
1984-05-18,6.8945,40.98%
1984-05-21,6.8674,40.42%
1984-05-22,6.7384,37.79%
1984-05-23,6.5553,34.04%
1984-05-24,6.3222,29.28%
1984-05-25,6.4263,31.40%
1984-05-29,6.5553,34.04%
1984-05-30,6.5553,34.04%
1984-05-31,6.5033,32.98%
1984-06-01,6.6593,36.17%
1984-06-04,6.5823,34.59%
1984-06-05,6.5282,33.49%
1984-06-06,6.7114,37.23%
1984-06-07,6.6073,35.10%
1984-06-08,6.6073,35.10%
1984-06-11,6.3722,30.30%
1984-06-12,6.06,23.91%
1984-06-13,6.06,23.91%
1984-06-14,5.931,21.28%
1984-06-15,5.7229,17.02%
1984-06-18,5.931,21.28%
1984-06-19,5.8269,19.15%
1984-06-20,5.7749,18.08%
1984-06-21,5.8519,19.66%
1984-06-22,5.7749,18.08%
1984-06-25,5.5918,14.34%
1984-06-26,5.5397,13.27%
1984-06-27,5.5918,14.34%
1984-06-28,5.7229,17.02%
1984-06-29,5.8519,19.66%
1984-07-02,5.8019,18.64%
1984-07-03,5.6979,16.51%
1984-07-05,5.6708,15.96%
1984-07-06,5.6459,15.45%
1984-07-09,5.6188,14.89%
1984-07-10,5.4898,12.25%
1984-07-11,5.3587,9.57%
1984-07-12,5.2546,7.45%
1984-07-13,5.5148,12.77%
1984-07-16,5.6708,15.96%
1984-07-17,5.8019,18.64%
1984-07-18,5.7478,17.53%
1984-07-19,5.7478,17.53%
1984-07-20,5.7229,17.02%
1984-07-23,5.5668,13.83%
1984-07-24,5.3067,8.51%
1984-07-25,4.8905,0.00%
1984-07-26,4.8384,-1.07%
1984-07-27,4.8905,0.00%
1984-07-30,4.9154,0.51%
1984-07-31,4.7864,-2.13%
1984-08-01,5.0986,4.26%
1984-08-02,4.9945,2.13%
1984-08-03,5.2026,6.38%
1984-08-06,5.2546,7.45%
1984-08-07,5.3587,9.57%
1984-08-08,5.3857,10.13%
1984-08-09,5.5668,13.83%
1984-08-10,5.5148,12.77%
1984-08-13,5.3857,10.13%
1984-08-14,5.3587,9.57%
1984-08-15,5.3857,10.13%
1984-08-16,5.2796,7.96%
1984-08-17,5.3587,9.57%
1984-08-20,5.4357,11.15%
1984-08-21,5.6188,14.89%
1984-08-22,5.8519,19.66%
1984-08-23,5.7229,17.02%
1984-08-24,5.6459,15.45%
1984-08-27,5.6459,15.45%
1984-08-28,5.7478,17.53%
1984-08-29,5.931,21.28%
1984-08-30,6.06,23.91%
1984-08-31,5.8519,19.66%
1984-09-04,5.7749,18.08%
1984-09-05,5.7749,18.08%
1984-09-06,5.9039,20.72%
1984-09-07,5.8519,19.66%
1984-09-10,5.9039,20.72%
1984-09-11,5.931,21.28%
1984-09-12,6.0101,22.89%
1984-09-13,6.2161,27.11%
1984-09-14,6.06,23.91%
1984-09-17,5.8269,19.15%
1984-09-18,5.8019,18.64%
1984-09-19,5.7749,18.08%
1984-09-20,5.8519,19.66%
1984-09-21,5.8019,18.64%
1984-09-24,5.8269,19.15%
1984-09-25,5.8789,20.21%
1984-09-26,5.931,21.28%
1984-09-27,6.06,23.91%
1984-09-28,6.035,23.40%
1984-10-01,5.983,22.34%
1984-10-02,5.8789,20.21%
1984-10-03,5.8269,19.15%
1984-10-04,5.8519,19.66%
1984-10-05,5.8269,19.15%
1984-10-08,5.6708,15.96%
1984-10-09,5.5397,13.27%
1984-10-10,5.5918,14.34%
1984-10-11,5.6188,14.89%
1984-10-12,5.6708,15.96%
1984-10-15,5.7229,17.02%
1984-10-16,5.4898,12.25%
1984-10-17,5.1235,4.76%
1984-10-18,5.6188,14.89%
1984-10-19,5.3587,9.57%
1984-10-22,5.2546,7.45%
1984-10-23,5.2026,6.38%
1984-10-24,5.2546,7.45%
1984-10-25,5.3587,9.57%
1984-10-26,5.3337,9.06%
1984-10-29,5.3067,8.51%
1984-10-30,5.3587,9.57%
1984-10-31,5.4107,10.64%
1984-11-01,5.3857,10.13%
1984-11-02,5.3067,8.51%
1984-11-05,5.2546,7.45%
1984-11-06,5.4627,11.70%
1984-11-07,5.3587,9.57%
1984-11-08,5.2546,7.45%
1984-11-09,5.2796,7.96%
1984-11-12,5.3067,8.51%
1984-11-13,5.3067,8.51%
1984-11-14,5.3337,9.06%
1984-11-15,5.4357,11.15%
1984-11-16,5.4107,10.64%
1984-11-19,5.3857,10.13%
1984-11-20,5.4898,12.25%
1984-11-21,5.3857,10.13%
1984-11-23,5.4107,10.64%
1984-11-26,5.1776,5.87%
1984-11-27,5.3067,8.51%
1984-11-28,5.2546,7.45%
1984-11-29,5.1776,5.87%
1984-11-30,5.2026,6.38%
1984-12-03,5.2546,7.45%
1984-12-04,5.3587,9.57%
1984-12-05,5.2796,7.96%
1984-12-06,5.3067,8.51%
1984-12-07,5.4107,10.64%
1984-12-10,5.4357,11.15%
1984-12-11,5.4107,10.64%
1984-12-12,5.4107,10.64%
1984-12-13,5.3857,10.13%
1984-12-14,5.3857,10.13%
1984-12-17,5.3857,10.13%
1984-12-18,5.3067,8.51%
1984-12-19,5.0465,3.19%
1984-12-20,5.0736,3.74%
1984-12-21,5.0216,2.68%
1984-12-24,5.0465,3.19%
1984-12-26,5.0465,3.19%
1984-12-27,4.9675,1.57%
1984-12-28,5.0465,3.19%
1984-12-31,5.0736,3.74%
1985-01-02,5.0736,3.74%
1985-01-03,4.9154,0.51%
1985-01-04,4.7864,-2.13%
1985-01-07,4.7864,-2.13%
1985-01-08,4.8905,0.00%
1985-01-09,4.9154,0.51%
1985-01-10,5.0986,4.26%
1985-01-11,5.0986,4.26%
1985-01-14,5.2276,6.89%
1985-01-15,5.1776,5.87%
1985-01-16,5.2026,6.38%
1985-01-17,5.0986,4.26%
1985-01-18,5.1235,4.76%
1985-01-21,5.3067,8.51%
1985-01-22,5.2026,6.38%
1985-01-23,5.1776,5.87%
1985-01-24,5.0465,3.19%
1985-01-25,5.1506,5.32%
1985-01-28,5.1506,5.32%
1985-01-29,5.2276,6.89%
1985-01-30,5.3067,8.51%
1985-01-31,5.3337,9.06%
1985-02-01,5.3587,9.57%
1985-02-04,5.5148,12.77%
1985-02-05,5.5148,12.77%
1985-02-06,5.8519,19.66%
1985-02-07,5.8519,19.66%
1985-02-08,5.8789,20.21%
1985-02-11,5.8789,20.21%
1985-02-12,5.8019,18.64%
1985-02-13,5.9039,20.72%
1985-02-14,5.8269,19.15%
1985-02-15,5.8519,19.66%
1985-02-19,5.6708,15.96%
1985-02-20,5.6708,15.96%
1985-02-21,6.1641,26.04%
1985-02-22,5.958,21.83%
1985-02-25,6.035,23.40%
1985-02-26,6.0101,22.89%
1985-02-27,5.931,21.28%
1985-02-28,5.9039,20.72%
1985-03-01,5.983,22.34%
1985-03-04,5.958,21.83%
1985-03-05,5.9039,20.72%
1985-03-06,6.0101,22.89%
1985-03-07,5.8019,18.64%
1985-03-08,5.7229,17.02%
1985-03-11,5.7478,17.53%
1985-03-12,5.8269,19.15%
1985-03-13,5.8789,20.21%
1985-03-14,5.8519,19.66%
1985-03-15,5.7749,18.08%
1985-03-18,5.8269,19.15%
1985-03-19,6.06,23.91%
1985-03-20,6.5033,32.98%
1985-03-21,6.5033,32.98%
1985-03-22,6.3722,30.30%
1985-03-25,6.2702,28.21%
1985-03-26,6.2431,27.66%
1985-03-27,6.4263,31.40%
1985-03-28,6.4512,31.91%
1985-03-29,6.5033,32.98%
1985-04-01,6.7634,38.30%
1985-04-02,6.6073,35.10%
1985-04-03,6.3472,29.79%
1985-04-04,6.3992,30.85%
1985-04-08,6.2431,27.66%
1985-04-09,6.3222,29.28%
1985-04-10,6.2702,28.21%
1985-04-11,6.2952,28.72%
1985-04-12,6.2952,28.72%
1985-04-15,6.2952,28.72%
1985-04-16,6.2431,27.66%
1985-04-17,6.3222,29.28%
1985-04-18,6.2952,28.72%
1985-04-19,6.2952,28.72%
1985-04-22,6.2952,28.72%
1985-04-23,6.2702,28.21%
1985-04-24,6.1911,26.59%
1985-04-25,6.6073,35.10%
1985-04-26,6.4762,32.42%
1985-04-29,6.5823,34.59%
1985-04-30,6.5282,33.49%
1985-05-01,6.5553,34.04%
1985-05-02,6.7114,37.23%
1985-05-03,6.8154,39.36%
1985-05-06,6.9465,42.04%
1985-05-07,6.7114,37.23%
1985-05-08,6.4512,31.91%
1985-05-09,6.2702,28.21%
1985-05-10,6.2161,27.11%
1985-05-13,6.3472,29.79%
1985-05-14,6.3992,30.85%
1985-05-15,6.3722,30.30%
1985-05-16,6.3722,30.30%
1985-05-17,6.2952,28.72%
1985-05-20,6.1141,25.02%
1985-05-21,6.035,23.40%
1985-05-22,6.1911,26.59%
1985-05-23,6.0871,24.47%
1985-05-24,6.0871,24.47%
1985-05-28,5.983,22.34%
1985-05-29,5.958,21.83%
1985-05-30,5.983,22.34%
1985-05-31,6.06,23.91%
1985-06-03,6.0101,22.89%
1985-06-04,6.035,23.40%
1985-06-05,6.035,23.40%
1985-06-06,6.06,23.91%
1985-06-07,6.035,23.40%
1985-06-10,6.06,23.91%
1985-06-11,5.8789,20.21%
1985-06-12,5.7749,18.08%
1985-06-13,5.5918,14.34%
1985-06-14,5.6459,15.45%
1985-06-17,5.5668,13.83%
1985-06-18,5.4898,12.25%
1985-06-19,5.5918,14.34%
1985-06-20,5.6708,15.96%
1985-06-21,5.8019,18.64%
1985-06-24,5.6708,15.96%
1985-06-25,5.6708,15.96%
1985-06-26,5.7229,17.02%
1985-06-27,5.8269,19.15%
1985-06-28,5.9039,20.72%
1985-07-01,5.931,21.28%
1985-07-02,5.983,22.34%
1985-07-03,6.06,23.91%
1985-07-05,6.035,23.40%
1985-07-08,5.8269,19.15%
1985-07-09,5.8789,20.21%
1985-07-10,5.8789,20.21%
1985-07-11,5.6188,14.89%
1985-07-12,5.6708,15.96%
1985-07-15,5.6979,16.51%
1985-07-16,5.8519,19.66%
1985-07-17,5.7749,18.08%
1985-07-18,5.7229,17.02%
1985-07-19,5.7229,17.02%
1985-07-22,5.6188,14.89%
1985-07-23,5.7749,18.08%
1985-07-24,5.958,21.83%
1985-07-25,5.958,21.83%
1985-07-26,5.983,22.34%
1985-07-29,5.958,21.83%
1985-07-30,5.983,22.34%
1985-07-31,5.8269,19.15%
1985-08-01,5.9039,20.72%
1985-08-02,5.9039,20.72%
1985-08-05,5.9039,20.72%
1985-08-06,5.7478,17.53%
1985-08-07,5.6459,15.45%
1985-08-08,5.8269,19.15%
1985-08-09,5.6708,15.96%
1985-08-12,5.6979,16.51%
1985-08-13,5.6188,14.89%
1985-08-14,5.6708,15.96%
1985-08-15,5.6188,14.89%
1985-08-16,5.5918,14.34%
1985-08-19,5.7229,17.02%
1985-08-20,5.7478,17.53%
1985-08-21,5.7478,17.53%
1985-08-22,5.7749,18.08%
1985-08-23,5.7478,17.53%
1985-08-26,5.8019,18.64%
1985-08-27,5.7749,18.08%
1985-08-28,5.8019,18.64%
1985-08-29,6.035,23.40%
1985-08-30,6.0871,24.47%
1985-09-03,6.0101,22.89%
1985-09-04,5.958,21.83%
1985-09-05,5.8789,20.21%
1985-09-06,5.931,21.28%
1985-09-09,5.931,21.28%
1985-09-10,5.7478,17.53%
1985-09-11,5.6708,15.96%
1985-09-12,5.6459,15.45%
1985-09-13,5.6188,14.89%
1985-09-16,5.5397,13.27%
1985-09-17,5.4107,10.64%
1985-09-18,5.3587,9.57%
1985-09-19,5.4357,11.15%
1985-09-20,5.4357,11.15%
1985-09-23,5.3337,9.06%
1985-09-24,5.2796,7.96%
1985-09-25,5.3067,8.51%
1985-09-26,5.6188,14.89%
1985-09-30,5.8269,19.15%
1985-10-01,6.035,23.40%
1985-10-02,5.958,21.83%
1985-10-03,5.931,21.28%
1985-10-04,5.8019,18.64%
1985-10-07,5.6979,16.51%
1985-10-08,5.7229,17.02%
1985-10-09,5.8019,18.64%
1985-10-10,5.7749,18.08%
1985-10-11,5.7229,17.02%
1985-10-14,5.8789,20.21%
1985-10-15,5.8019,18.64%
1985-10-16,5.931,21.28%
1985-10-17,5.8789,20.21%
1985-10-18,5.8269,19.15%
1985-10-21,5.8269,19.15%
1985-10-22,5.8789,20.21%
1985-10-23,5.983,22.34%
1985-10-24,6.1141,25.02%
1985-10-25,6.3222,29.28%
1985-10-28,6.6593,36.17%
1985-10-29,6.2431,27.66%
1985-10-30,6.2702,28.21%
1985-10-31,6.2431,27.66%
1985-11-01,6.1391,25.53%
1985-11-04,6.1641,26.04%
1985-11-05,6.1391,25.53%
1985-11-06,6.1141,25.02%
1985-11-07,6.06,23.91%
1985-11-08,6.06,23.91%
1985-11-11,6.1391,25.53%
1985-11-12,6.2952,28.72%
1985-11-13,6.1911,26.59%
1985-11-14,6.2952,28.72%
1985-11-15,6.2431,27.66%
1985-11-18,6.1911,26.59%
1985-11-19,6.06,23.91%
1985-11-20,6.0871,24.47%
1985-11-21,6.1141,25.02%
1985-11-22,6.0871,24.47%
1985-11-25,6.0871,24.47%
1985-11-26,6.2431,27.66%
1985-11-27,6.2161,27.11%
1985-11-29,6.0101,22.89%
1985-12-02,5.8269,19.15%
1985-12-03,5.8019,18.64%
1985-12-04,5.7749,18.08%
1985-12-05,5.8789,20.21%
1985-12-06,5.7749,18.08%
1985-12-09,5.6459,15.45%
1985-12-10,5.3857,10.13%
1985-12-11,5.4627,11.70%
1985-12-12,5.6188,14.89%
1985-12-13,5.5918,14.34%
1985-12-16,5.7229,17.02%
1985-12-17,5.6459,15.45%
1985-12-18,5.5918,14.34%
1985-12-19,5.6188,14.89%
1985-12-20,5.7229,17.02%
1985-12-23,5.8019,18.64%
1985-12-24,5.8519,19.66%
1985-12-26,5.8269,19.15%
1985-12-27,5.8019,18.64%
1985-12-30,5.7229,17.02%
1985-12-31,5.6708,15.96%
1986-01-02,5.6459,15.45%
1986-01-03,5.7229,17.02%
1986-01-06,5.8269,19.15%
1986-01-07,5.958,21.83%
1986-01-08,5.6188,14.89%
1986-01-09,5.6708,15.96%
1986-01-10,5.6708,15.96%
1986-01-13,5.6708,15.96%
1986-01-14,5.5918,14.34%
1986-01-15,5.6708,15.96%
1986-01-16,5.6188,14.89%
1986-01-17,5.3857,10.13%
1986-01-20,5.5148,12.77%
1986-01-21,5.3587,9.57%
1986-01-22,5.1776,5.87%
1986-01-23,5.1776,5.87%
1986-01-24,5.1506,5.32%
1986-01-27,5.1506,5.32%
1986-01-28,5.1235,4.76%
1986-01-29,5.0986,4.26%
1986-01-30,5.0216,2.68%
1986-01-31,5.0986,4.26%
1986-02-03,5.0986,4.26%
1986-02-04,4.7864,-2.13%
1986-02-05,4.8114,-1.62%
1986-02-06,4.7864,-2.13%
1986-02-07,4.9675,1.57%
1986-02-10,4.9675,1.57%
1986-02-11,4.9154,0.51%
1986-02-12,4.8655,-0.51%
1986-02-13,4.8905,0.00%
1986-02-14,4.8384,-1.07%
1986-02-18,4.7864,-2.13%
1986-02-19,4.5783,-6.38%
1986-02-20,4.6823,-4.26%
1986-02-21,4.7344,-3.19%
1986-02-24,4.8655,-0.51%
1986-02-25,4.9154,0.51%
1986-02-26,4.9945,2.13%
1986-02-27,4.8905,0.00%
1986-02-28,4.8905,0.00%
1986-03-03,4.7864,-2.13%
1986-03-04,4.6823,-4.26%
1986-03-05,4.1101,-15.96%
1986-03-06,4.0851,-16.47%
1986-03-07,4.006,-18.09%
1986-03-10,4.006,-18.09%
1986-03-11,4.1621,-14.89%
1986-03-12,4.3182,-11.70%
1986-03-13,4.1101,-15.96%
1986-03-14,4.1101,-15.96%
1986-03-17,4.0851,-16.47%
1986-03-18,4.1101,-15.96%
1986-03-19,4.1621,-14.89%
1986-03-20,4.1621,-14.89%
1986-03-21,4.2412,-13.28%
1986-03-24,4.1621,-14.89%
1986-03-25,4.0851,-16.47%
1986-03-26,4.1871,-14.38%
1986-03-27,4.2141,-13.83%
1986-03-31,4.1371,-15.41%
1986-04-01,4.2911,-12.26%
1986-04-02,4.2412,-13.28%
1986-04-03,4.1371,-15.41%
1986-04-04,4.1621,-14.89%
1986-04-07,4.2412,-13.28%
1986-04-08,4.2412,-13.28%
1986-04-09,4.2412,-13.28%
1986-04-10,4.2661,-12.77%
1986-04-11,4.2911,-12.26%
1986-04-14,4.3431,-11.19%
1986-04-15,4.4493,-9.02%
1986-04-16,4.2911,-12.26%
1986-04-17,4.1871,-14.38%
1986-04-18,4.058,-17.02%
1986-04-21,4.058,-17.02%
1986-04-22,3.979,-18.64%
1986-04-23,4.058,-17.02%
1986-04-24,4.1101,-15.96%
1986-04-25,4.0851,-16.47%
1986-04-28,4.1871,-14.38%
1986-04-29,4.2661,-12.77%
1986-04-30,4.2911,-12.26%
1986-05-01,4.3972,-10.09%
1986-05-02,4.5533,-6.90%
1986-05-05,4.5533,-6.90%
1986-05-06,4.6303,-5.32%
1986-05-07,4.6823,-4.26%
1986-05-08,4.6033,-5.87%
1986-05-09,4.5783,-6.38%
1986-05-12,4.5783,-6.38%
1986-05-13,4.5263,-7.45%
1986-05-14,4.4742,-8.51%
1986-05-15,4.3972,-10.09%
1986-05-16,4.2911,-12.26%
1986-05-19,4.3182,-11.70%
1986-05-20,4.3182,-11.70%
1986-05-21,4.3702,-10.64%
1986-05-22,4.6823,-4.26%
1986-05-23,4.8655,-0.51%
1986-05-27,4.7094,-3.70%
1986-05-28,4.6303,-5.32%
1986-05-29,4.5263,-7.45%
1986-05-30,4.4992,-8.00%
1986-06-02,4.3972,-10.09%
1986-06-03,4.3702,-10.64%
1986-06-04,4.2412,-13.28%
1986-06-05,4.3702,-10.64%
1986-06-06,4.3182,-11.70%
1986-06-09,4.1621,-14.89%
1986-06-10,4.2412,-13.28%
1986-06-11,4.1871,-14.38%
1986-06-12,4.2412,-13.28%
1986-06-13,4.2911,-12.26%
1986-06-16,4.3702,-10.64%
1986-06-17,4.2911,-12.26%
1986-06-18,4.2661,-12.77%
1986-06-19,4.1871,-14.38%
1986-06-20,4.1621,-14.89%
1986-06-23,4.1371,-15.41%
1986-06-24,4.1871,-14.38%
1986-06-25,4.1371,-15.41%
1986-06-26,4.1621,-14.89%
1986-06-27,4.2412,-13.28%
1986-06-30,4.1621,-14.89%
1986-07-01,4.1371,-15.41%
1986-07-02,4.031,-17.57%
1986-07-03,4.058,-17.02%
