"Rank","Name","Symbol","marketcap","price (USD)","country"
"77","Tower Bersama Infrastructure","TBIG.JK","3525925148","0.16","Indonesia"
"78","Indoritel","DNET.JK","3402773174","0.24","Indonesia"
"79","Vodafone Idea","IDEA.NS","3338143946","0.1","India"
"80","Indosat","ISAT.JK","3292900646","0.41","Indonesia"
"81","PCCW","0008.HK","3106071669","0.4","Hong Kong"
"82","Zain Saudi Arabia","7030.SR","3061131376","3.41","Saudi Arabia"
"83","Altice USA","ATUS","3028002304","6.66","United States"
"84","Turkcell","TKC","2911999232","3.3","Turkey"
"85","Tata Teleservices","TTML.NS","2435730001","1.24","India"
"86","OVH Groupe","OVH.PA","2430737349","12.77","France"
"87","Cogeco","CCA.TO","2394751285","52.04","Canada"
"88","NetLink Trust","CJLU.SI","2362051167","0.61","Singapore"
"89","1&1","1U1.DE","2286481068","13.01","Germany"
"90","Türk Telekom","TTKOM.IS","2284823815","0.65","Turkey"
"91","Freenet","FNTN.F","2176422500","19.58","Germany"
"92","Eutelsat","ETL.PA","2153099813","9.35","France"
"93","Chorus","CNU.NZ","2038232927","4.57","New Zealand"
"94","IHS Towers","IHS","1970226688","5.94","United Kingdom"
"95","Sinch","SINCH.ST","1947079177","2.25","Sweden"
"96","NOS","PMV.F","1945953869","3.78","Portugal"
"97","Millicom","TIGO","1853907072","10.85","Luxembourg"
"98","UNITI","UNIT","1822087680","7.68","United States"
"99","Gogo Inflight Internet","GOGO","1793910656","13.94","United States"
"100","XL Axiata","E5F.F","1667240311","0.14","Indonesia"
"101","Telenet","TNET.BR","1625362344","15.07","Belgium"
"102","Orange Polska","TPA1.F","1567533873","1.19","Poland"
"103","Criteo","CRTO","1474032768","24.32","France"
"104","Helios Towers","HTWS.L","1400091752","1.33","United Kingdom"
"105","Sinclair Broadcast","SBGI","1263615488","18.09","United States"
"106","TANLA","TANLA.NS","1215994799","8.95","India"
"107","WideOpenWest","WOW","1209807744","13.79","United States"
"108","AST SpaceMobile","ASTS","1197130624","6.52","United States"
"109","Gamma Communications","GAMA.L","1195762833","12.24","United Kingdom"
"110","Telia Lietuva","ZWS.F","1129426637","1.88","Lithuania"
"111","Telkom SA","TKG.JO","987733100","2.02","South Africa"
"112","Radius Global Infrastructure","RADI","883217856","9.27","United States"
"113","Cellcom Israel","CEL.TA","771321961","4.68","Israel"
"114","VEON","VEON","742252544","0.3","Netherlands"
"115","ATN International","ATNI","676403200","42.91","United States"
"116","IDT Corporation","IDT","672927424","26.38","United States"
"117","Anterix","ATEX","652824000","34.46","United States"
"118","Consolidated Communications","CNSL","580441920","5.03","United States"
"119","B Communications","BCOM.TA","569034039","5.24","Israel"
"120","Ribbon Communications","RBBN","454011712","2.71","United States"
"121","Ooma","OOMA","388556992","15.99","United States"
"122","Gilat Telecom","GILT","342478400","6.05","Israel"
"123","Hathway","HATHWAY.NS","339965241","0.19","India"
"124","Bahnhof AB","3B7.F","329641587","3.06","Sweden"
"125","Bandwidth","BAND","308707584","12.2","United States"
"126","Sify","SIFY","294214624","1.61","India"
"127","Nelco","NELCO.NS","235628694","10.33","India"
"128","GTPL Hathway","GTPL.NS","194670100","1.73","India"
"129","Sasken Technologies","SASKEN.NS","170419351","11.32","India"
"130","Spok Holdings","SPOK","169562752","8.61","United States"
"131","Mahanagar Telephone Nigam","MTNL.NS","157756546","0.25","India"
"132","Sangoma Technologies","SANG","128164048","5.75","Canada"
"133","Mynaric","MYNA","118910104","5.67","Germany"
"134","Reliance Communications","RCOM.NS","66356112","0.02","India"
"135","Starry Group","STRY","48373160","0.29","United States"
"136","RealNetworks","RNWK","33794148","0.71","United States"
"137","Vislink Technologies","VISL","19209558","0.41","United States"
"138","Jump Networks","JUMPNET.NS","11669324","0.12","India"
